Surface Water,WRA/443,Kawalazi Tea Estate Limited,N/A,NA,1332934,kecl@satmail.bt.com,Box 237,Mweza Dam,NA,NA,Mzuzu,SL1/1985,5,18/03/2026,19/03/2021,NA,NWRA," 3,800.00 ",Kavuzi River,Irrigation," 43,482.45 ",,N0,NO,,,,,,,,
Surface Water,WRA/443,Kawalazi Tea Estate Limited,N/A,NA,1332934,kecl@satmail.bt.com,Box 237,Lichelemu River,NA,NA,Mzuzu,SL25/1985,5,18/03/2026,19/03/2021,NA,NWRA," 20,000.00 ",Luchelemu River,Irrigation," 228,855.00 ",,NO,NO,,,,,,,,
Surface Water,WRA/443,Kawalazi Tea Estate Limited,N/A,NA,1332934,kecl@satmail.bt.com,Box 237,Kajilirwe,NA,NA,Mzuzu,SL3/1997,5,18/03/2026,19/03/2021,NA,NWRA," 10,000.00 ",Kajilirwe River,Irrigation," 114,427.50 ",,N0,NO,,,,,,,,
Surface Water,WRA/443,Kawalazi Tea Estate Limited,N/A,NA,1332934,kecl@satmail.bt.com,Box 237,Lweya R,NA,NA,Mzuzu,SL4/1999,5,18/03/2026,19/03/2021,NA,NWRA," 35,000.00 ",Lweya River,Irrigation," 400,496.25 ",,NO,NO,,,,,,,,
Surface Water,WRA/444,Christian Service Committee of the churches in Malawi,N/A,NA,NA,NA,"Box 652, Limbe",,NA,NA,Lilongwe,SL36/85,5,12/5/1995,12/6/1985,NA,NWRA, 24.00 ,NA,NA," 10,000.00 "," 200,000.00 ",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Surface Water,WRA/447,Namiyanga Estate,NA,NA,NA,NA,"Box 20, Zomba",Machinga,15.06.5,25.37,Zomba,SL41/1985,5,12/5/1995,12/6/1985,NA,NWRA, 32.00 ,Sumulu River,Irrigation, NO ," 200,000.00 ",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Surface Water,WRA/449,S.Y. Hwang,NA,N/A,N/A,N/A,Box 2201,Blantyre,NA,NA,Blantyre,SL6/2086,5,6/5/1996,6/6/1986,NA,NWRA, 50.00 ,Chisawani River,Irrigation," 10,000.00 "," 200,000.00 ",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Surface Water,WRA/451B,Mining Investment & Dev. Corporation Ltd,Kaziwiziwi coal mine,N/A,N/A,N/A,NA,Lilongwe,NA,NA,Lilongwe,SL7/1995,5,12/5/1995,12/6/1985,NA,NWRA," 13,200.00 ",Kaziwiziwi River,"Domestic, Irrigation"," 153,694.20 "," 200,000.00 ",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Surface Water,WRA/452,Luchenza Tobacco Estate,NA,N/A,N/A,N/A,NA,NA,NA,NA,Luchenza,SL5/1987,5,14/04/1997,15/04/1987,NA,NWRA, 4.00 ,Luchenza River,Irrigation," 10,000.00 "," 200,000.00 ",NO,NO,NO,NO,NO,NO,,,,
Surface Water,WRA/453,Central Electricity Generation Board,Kayelekera Village,N/A,N/A,N/A,Box 51,"Kayelekera Village, TA Kyungu",NA,NA,Karonga,SL34/1988,5,14/04/1997,15/04/1987,NA,NWRA, 800.00 ,Lake malawi,Irrigation," 10,000.00 "," 200,000.00 ",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Surface Water,WRA/454,Miniral Exploration (Malawi Development Corporation),Nkhokwe Area,N/A,N/A,N/A,"Box 565, Lilongwe","Nkhokwe Village, TA Mphando",NA,NA,Ntcheu,SL7/1995,5,12/5/1995,12/6/1985,NA,NWRA, 360.00 ,Kapeni River,"Industrial, Domestic"," 20,000.00 "," 200,000.00 ",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Surface Water,WRA/455,Sturdy hawk Agencies,Naminyanga Estate in Machinga,N/A,N/A,N/A,"Box 572, Blantyre",NA,NA,NA,Blantyre,SL12/1990,5,14/04/1990,15/04/2000,NA,NWRA, 632.00 ,Naminyanga River,"Irrigation, industrial"," 20,000.00 "," 200,000.00 ",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Surface Water,WRA/456,Blantyre City Fuel Wood Project,NA,N/A,N/A,N/A,"Box 5493, Limbe",Chimembe,NA,NA,Blantyre,SL25/1987,5,14/04/1997,15/04/1987,NA,NWRA," 50,010.00 ",Kasache Spring,Domestic," 451,777.84 "," 200,000.00 ",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Surface Water,WRA/457,Makungwa Estate (Group Holdings Ltd),Makungwa,N/A,N/A,N/A,NA,"Makungwa, Limbe",,NA,Blantyre,SL28/1987,5,10/1/1997,10/2/1987,413196,NWRA, N/A ,Makungwaa stream,Irrigation," 10,000.00 "," 200,000.00 ",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Surface Water,WRA/457B,Nsakula Estate ,Ntaja,NA,NA,NA,"Box 21, Ntaja",Ntaja,NA,NA,Machinga,NA,N/A,NA,NA,NA,NA, NA ,NA,NA,,,,,,,,,,,,
Surface Water,WRA/458,RaiplyMalawi Limited,"Chikangawa, Kalungu",N/A,1340212,raindymw@raipdymalawi.com,"P/Bag 1, Chikangawa",Chikangawa,1535A,899828,Mzimba,Sl708/2021,5,12/6/2026,12/7/2021,NA,NWRA, 350 & 50 ,Kalungulu River,"Irrigation, Industrial"," 20,000.00 ", -   ,NO,NO,NO,,,,,,,
Surface Water,WRA/459,Mr .B.B Mzembe,Chiwale Village,B. Mzembe,NA,NA,Box 933,"Chiwale Village, PA Ntchenachena",NA,NA,Rumphi,SL02/1998,5,2/10/1993,2/11/1988,116120,NWRA, 2.80 ,Ntchenachena River,Domestic," 10,000.00 "," 20,000.00 ",NO,NO,NO,,,,,,,
Surface Water,WRA/460,Wood Industries Corporation,NA,NA,NA,NA,NA,Blantyre,NA,NA,Blantyre,SL 268/1987,5,12/11/1992,12/12/1987,419128,NWRA, 148.20 ,Unnamed River,"Domestic, Industrial"," 10,000.00 "," 200,000.00 ",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Surface Water,WRA/460,Wood Industries Corporation,NA,NA,NA,NA,NA,Blantyre,NA,NA,Blantyre,SL689/1987,5,12/11/1992,12/12/1987,472995,NWRA, 13.60 ,Buala Stream,"Domestic, Power"," 10,000.00 "," 200,000.00 ",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Surface Water,WRA/461,Parks and Recreation Department,NA,NA,NA,N,P/ Bag 67,Blantyre,NA,NA,Blantyre,SL435/1973,5,2/10/1993,2/11/1988,197496,NWRA, N/A ,Limbe Stream,Recreation," 10,000.00 "," 200,000.00 ",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Surface Water,WRA/462,Mr K.G Varela,NA,NA,NA,NA,NA,Chichiri,NA,NA,Blantyre,SL8/1988,5,2/10/1993,2/11/1988,96923,NWRA, 780.00 ,Lisungwi River,"Irrigation, Fishfarming"," 10,000.00 "," 200,000.00 ",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Surface Water,WRA/465,Sable Farming Limited,Chipale Estate,NA,"01660153, 01660259",sable@sablefarming.com,Box 51199,Limbe,NA,NA,Chiradzulu,SL36/1988,5,18/03/2026,19/03/2021,NA,NWRA," 42,862.00 ",Mombezi Dam,Irrigation," 447,436.42 "," 200,000.00 ",NA,NA,,,,,,,,
Surface Water,WRA/465,Sable Farming Limited,Ngapani Estate,NA,"01660153, 01660259",sable@sablefarming.com,Box 51199,Limbe,NA,NA,Chiradzulu,SL14/1985,5,18/03/2026,19/03/2021,NA,NWRA, 720.00 ,Ngapani River,Irrigation," 10,000.00 "," 200,000.00 ",,,,,,,,,,
Surface Water,WRA/465,Sable Farming Limited,Msondole Estate,NA,"01660153, 01660259",sable@sablefarming.com,Box 51199,Limbe,NA,NA,Chiradzulu,SL35/1988,5,18/03/2026,19/03/2021,NA,NWRA," 7,910.00 ",Namadzi River,Irrigating," 82,572.49 "," 200,000.00 ",NA,NA,,,,,,,,
Surface Water,WRA/465,Sable Farming Limited,Mapanga Estate,NA,"01660153, 01660259",sable@sablefarming.com,Box 51199,Limbe,NA,NA,Chiradzulu,SL15/1988,5,18/03/2026,19/03/2021,278594,NWRA," 4,590.00 ",Msondole River,Irrigation," 47,915.01 "," 200,000.00 ",NA,NA,,,,,,,,
Surface Water,WRA/465,Sable Farming Limited,Ngapani Estate,NA,"01660153, 01660259",sable@sablefarming.com,Box 51199,Limbe,NA,NA,Mangochi,SL15/1985,5,18/03/2026,19/03/2021,NA,NWRA, 60.00 ,Ngapani River,"Industrial, Domestic"," 20,000.00 "," 200,000.00 ",NA,NA,,,,,,,,
Surface Water,WRA/465,Sable Farming Limited,Msondole Estate,NA,"01660153, 01660259",sable@sablefarming.com,Box 51199,Limbe,NA,NA,Chiradzulu,SL16/1988,5,18/03/2026,19/03/2021,NA,NWRA," 4,106.00 ",Mombezi Dam,Irrigation," 42,862.53 "," 200,000.00 ",NA,NA,,,,,,,,
Surface Water,WRA/465,Sable Farming Limited,Mapanga Estate,NA,"01660153, 01660259",sable@sablefarming.com,Box 51199,Linde,NA,NA,Chiradzulu,SL19/1985,5,18/03/2026,19/03/2021,NA,NWRA," 1,233.00 ",Mombezi Dam,Irrigation," 12,871.29 "," 200,000.00 ",NA,NA,,,,,,,,
Surface Water,WRA/466,Malawi Dairy Industries,NA,NA,NA,NA,"Box 30380, Lilongwe",Lilongwe,NA,NA,Lilongwe,SL18/1988,5,27/06/1993,28/06/1988,911596,NWRA, 2.20 ,Lilongwe River,Irigation," 10,000.00 "," 200,000.00 ",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Surface Water,WRA/466,Malawi Dairy Industries,NA,NA,NA,NA,"Box 30380, Lilongwe",Lilongwe,NA,NA,Lilongwe,SL19/1988,5,27/06/1993,28/06/1988,824513,NWRA, 2.20 ,Lilongwe River,Irrigation," 10,000.00 "," 200,000.00 ",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Surface Water,WRA467,World Vision International,Blantyre,NA,NA,NA,"Box 2050, Blantyre",Blantyre,NA,NA,Blantyre,SL27/1988,5,27/06/1993,28/06/1988,NA,NWRA, 172.00 ,Vilala Stream,Domestic, -   ," 200,000.00 ",,,,,,,,,,
Surface Water,WRA467,World Vision International,Blantyre,NA,NA,NA,"Box 2050, Blantyre",Blantyre,NA,NA,Blantyre,SL4/1990,5,31/8/1995,9/1/1990,NA,NWRA, 172.80 ,Vilala Stream,Domestic, -   ," 200,000.00 ",,,,,,,,,,
Surface Water,WRA/470B,Kakuyu Investment,Impala Farming Limited,NA,NA,NA,"Box 50, Lilongwe","Namitete,Lilongwe",537945,8452636,Lilongwe,SL46/1985,5,27/4/2028,28/4/2023,NA,NWRA, 19.30 ,Namitete River,Irrigation," 10,000.00 "," 200,000.00 ",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Surface Water,WRA/473A,Mlanda Girls Secondary school,Mlanda mission,NA,NA,NA,"Box 99,Lizulu",Lunzuzu,NA,NA,Mchinji,SL30/1989,5,8/8/1994,8/9/1989,NA,NWRA, 30.00 ,Stream Kalichelo,Domestic," 10,000.00 "," 200,000.00 ",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Surface Water,WRA/473A,Mlanda Girls Secondary school,Mlanda mission,NA,NA,NA,"Box 99,Lizulu",Lunzuzu,NA,NA,Mchinji,SL23/1989,5,8/8/1994,8/9/1989,NA,NWRA, 100.00 ,Stream Kalichelo,Domestic," 10,000.00 "," 200,000.00 ",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Surface Water,WRA/473B,Mr Saizi Masoatenganji,Chirimnthaka Estate,NA,NA,NA,"Box 6, Kapiri",Kaphiri,NA,NA,Mchinji,SL26/1989,5,8/8/1994,8/9/1989,44053,NWRA, 2.50 ,Rusa River,Irrigation," 10,000.00 "," 200,000.00 ",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Surface Water,WRA/476,Sturdyhawk International Ltd,General Farming Co.,NA,NA,NA,"Box 572, Blantyre",Blantyre,NA,NA,Blantyre,SL545/1974,5,8/8/1979,8/9/1974,NA,NWRA, 6.00 ,NA,"Irrigation, Domestic"," 10,000.00 "," 200,000.00 ",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Surface Water,WRA/476,Sturdyhawk International Ltd,General Farming Co.,NA,NA,NA,"Box 572, Blantyre",Blantyre,NA,NA,Blantyre,SL546/1974,5,8/8/1979,8/9/1974,NA,NWRA, 3.00 ,NA,"Irrigation, Domestic"," 10,000.00 "," 200,000.00 ",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Surface Water,WRA/476,Sturdyhawk International Ltd,General Farming Co.,NA,NA,NA,"Box 572, Blantyre",Blantyre,NA,NA,Blantyre,SL28/1984,5,8/8/1989,8/9/1984,NA,NWRA, 7.00 ,NA,"Irrigation, Domestic"," 10,000.00 "," 200,000.00 ",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Surface Water,WRA/478B,Chasato Estate,NA,NA,NA,NA,"Box 30402,Lilongwe",Lilongwe,NA,NA,Lilongwe,SL33/1989,5,8/8/1994,8/9/1989,NA,NWRA, 600.00 ,Chasato River,Irrigation," 10,000.00 "," 200,000.00 ",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Surface Water,WRA/483,Mzuzu City Assembly,Lunyangwa,NA,NA,NA,"Box 1, Mzuzu",NA,NA,NA,Mzuzu,SL20/1990,5,28/06/1995,29/06/1990,NA,NWRA, 415.00 ,Lunyangwa River,Irrigation," 10,000.00 "," 200,000.00 ",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Surface Water,WRA/484,Chigwirizano Estate,NA,Dr Thyangathyanga,NA,NA,NA,Salima,NA,NA,Lilongwe,SL22/1990,5,28/06/1995,29/06/1990,NA,NWRA, 100.00 ,Stream,Domestic," 10,000.00 "," 200,000.00 ",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Surface Water,WRA/489,Chitambi Farm Holding,Area 37,NA,NA,NA,NA,Area 37,NA,NA,Lilongwe,NA,5,NA,NA,133304,NWRA, 216.00 ,Lilongwe River,Irrigation," 10,000.00 "," 200,000.00 ",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Surface Water,WRA/494,Mr Patrick Madula Phiri,NA,NA,NA,NA,NA,NA,NA,NA,Zomba,SL10/1992,5,28/06/1997,29/06/1992,NA,NWRA, 1.50 ,Spring,Domestic," 10,000.00 "," 200,000.00 ",NO,NO,NO,NO,NO,NO,NO,,,
Surface Water,WRA/497,Kamata Estate,NA,NA,NA,NA,"Box 261, Lilongwe",NA,NA,NA,Lilongwe,SL14/92,5,NA,NA,NA,NWRA, 867.50 ,Chiwukuzi River,"Domestic, Irrigation"," 10,000.00 "," 200,000.00 ",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Surface Water,WRA/498,Phillip Hozman,Salima to Balaka Road,NA,NA,NA,"Box 993, Lilongwe",NA,133404,578748,Lilongwe,SL73/1992,5,NA,NA,NA,NWRA, 200.00 ,Linthipe River,Construction," 10,000.00 "," 200,000.00 ",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Surface Water,WRA/498,Phillip Hozman,Salima to Balaka Road,NA,NA,NA,"Box 993, Lilongwe",NA,133404,578748,Lilongwe,SL6/1992,5,NA,NA,NA,NWRA, 200.00 ,Linthipe River,Construction," 10,000.00 "," 200,000.00 ",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Surface Water,NWRA/502,Tropex L.T.D,"Tropex L.T.D, Mangochi",Peter Baker,N/A,N/A,"P/B 510, Mangochi","Tropex L.T.D, Mangochi",N/A,N/A,Mangochi,SL24/1992,5,28/4/2007,29/4/2002,,NWRA,"4.0 ,    221.4",Lake Malawi,"Domestic, Irrigation"," 20,000.00 "," 200,000.00 ",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/503,Mwanza Horticultural Products,Blantyre,N/A,N/A,N/A,"P/B 2942, Blantyre",Chikwawa,N/A,N/A,Chikwawa,SL01/1993,5,18/2/2007,19/2/2002,985203,NWRA,192.00,Shire River,Irrigation," 10,000.00 "," 200,000.00 ",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/506,Ruthdrum Farm ( Alliance One),Alliance 1 Estate,N/A,N/A,N/A,"P/B 30522, Lilongwe",Naisi Zomba,N/A,N/A,Zomba,SL76/1976,5,24/3/2004,24/3/1999,568989,NWRA,455.00,Naisi River,Irrigation," 10,000.00 "," 200,000.00 ",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/506,Ruthdrum Farm ( Alliance One),Alliance 1 Estate,N/A,N/A,N/A,"P/B 30522, Lilongwe","Likangala, Zomba",N/A,N/A,Zomba,SL77/1976,5,24/3/2004,24/3/1999,567957,NWRA,66.00,Likangala River,Domestic," 10,000.00 "," 200,000.00 ",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/506,Ruthdrum Farm ( Alliance One),Alliance 1 Estate,N/A,N/A,N/A,"P/B 30522, Lilongwe",Naisi Zomba,N/A,N/A,Zomba,SL78/1976,5,24/3/2004,24/3/1999,567974,NWRA,3.29,Naisi River,Domestic," 10,000.00 "," 200,000.00 ",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/507A,Universal Industries,Blantyre,N/A,N/A,N/A,"P/B 507, Blantyre",Blantyre,N/A,N/A,Blantyre,SL4/1993,5,20/12/2011,20/5/2004,,NWRA,"1.14,    2.27",Lake Malawi,"Domestic, Irrigation"," 20,000.00 "," 200,000.00 ",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/508,Nu Line Food Products,Limbe,N/A,N/A,N/A,"P/B 5127, Limbe",Limbe,,,Blantyre,SL5/1993,5,12/4/2013,12/4/2009,385352,NWRA,864.00,Shire River,Domestic," 10,000.00 "," 200,000.00 ",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/510,Dr Gulam M Lorgat,Lilongwe,N/A,N/A,N/A,"P/B 240, Lilongwe",Lilongwe,N/A,N/A,Lilongwe,SL07/1993,5,26/8/1998,26/8/1993,7468810,NWRA,1.50,Lake Malawi,Domestic," 10,000.00 "," 200,000.00 ",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/511B,Zikomo Flowers Ltd,Lilongwe,N/A,N/A,N/A,"P/B 1021, Lilongwe",Lilongwe,578355,8453634,Lilongwe,SL22/2009,5,23/11/2014,23/11/2009,,NWRA,800.00,Dam,Irrigation," 10,000.00 "," 200,000.00 ",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/511B,Zikomo Flowers Ltd,Lilongwe,N/A,N/A,N/A,"P/B 1021, Lilongwe",Lilongwe,,,Lilongwe,SL8/1993,5,20/3/2011,20/3/2006,886577,NWRA,360.00,Lilongwe River,irrigation," 10,000.00 "," 200,000.00 ",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/513,Phedi Farm,"Phedi Farm, Bvumbwe",N/A,N/A,N/A,"P/B 24, Bvumbwe",Bvumbwe,N/A,N/A,Thyolo,SL9/1993,N/A,N/A,N/A,N/A,NWRA,"1.0  , 10,   1.0",Namitambo River,"Domestic, Irrigation, Livestock"," 30,000.00 "," 200,000.00 ",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/514,Dr. I. A Nankwenya,Limbe,N/A,N/A,N/A,"P/B 5679, Limbe",Limbe,N/A,N/A,Blantyre,SL10/1993,5,20/1/1999,20/1/1994,79396,NWRA,2.00,Lake Malawi,Domestic," 10,000.00 "," 200,000.00 ",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/516,Ngolowindo Scheme,Ngolowindo ,N/A,N/A,N/A,"P/Bag 1, Salima",Ngolowindo,N/A,N/A,Salima,SL2B/1994,5,1/9/1999,1/9/1994,373381,NWRA,8400.00,Likowa River,Irrigation," 97,805.40 "," 200,000.00 ",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/521,Mpondanjobvu Estate,Mpondanjobvu Estate,N/A,N/A,N/A,"P/B 120, Nkhotakota",Mpondanjobvu Estate,N/A,N/A,Nkhotakota,SL2/1995,5,10/5/2000,10/5/1995,347596,NWRA,20.00,Kanyelo River,Irrigation," 10,000.00 "," 200,000.00 ",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/521,Mpondanjobvu Estate,Mpondanjobvu Estate,N/A,N/A,N/A,"P/B 120, Nkhotakota",Mpondanjobvu Estate,N/A,N/A,Nkhotakota,SL3/1995,5,10/5/2000,10/5/1995,346612,NWRA,2.00,Lingona Stream,Domestic," 10,000.00 "," 200,000.00 ",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/528,L. N Tenthani,Nathenje,N/A,N/A,N/A,"P/B 48, Nathenje",Nathenje,N/A,N/A,Lilongwe,SL10/95,5,8/9/2005,8/9/2000,N/A,NWRA,0.60,Nathenje River,Irrigation," 10,000.00 "," 200,000.00 ",yes,yes,yes,,,,,,,
Surface Water,NWRA/529,C.B Chikunje,"Santhe, Kasungu",C.B Chikunje,N/A,N/A,"P/B 82, Santhe Kasungu","Chikanje VG, T/A Kanyanda",N/A,N/A,Nkhotakota,SL14/1995,10,28/3/2018,28/3/1998,159184,NWRA,1.50,Lupachi River,Irrigation," 10,000.00 "," 200,000.00 ",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/534B,Maravi Flowers LTD,Thete River Estate,N/A,N/A,N/A,"P/B 1021, Lilongwe",Thete River Estate,N/A,N/A,Lilongwe,SL16/1996,5,20/4/2013,20/3/2008,176171,NWRA,700.00,Thete River,Irrigation," 10,000.00 "," 200,000.00 ",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/536,African Green Fields,Limbe,N/A,N/A,N/A,"P/B 51010, Limbe",Limbe,N/A,N/A,Blantyre,GL07/1996,20,7/6/2005,7/6/1985,300256,NWRA,"2,200,000   350,000",Nankhambwe River,"Irrigation , Industrial"," 20,901.75 "," 200,000.00 ",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/538,Zalewa Lime Agriculture Company,Zalewa ,N/A,N/A,N/A,"P/B 1669, Blantyre",Zalewa ,153584,997914,Blantyre,SL9/2009,5,30/3/2025,1/4/2020,,NWRA,7.00,Shire River,"Domestic, Industrial"," 10,000.00 "," 200,000.00 ",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/540,ChineseAgriculture Mission,Lilongwe,N/A,N/A,N/A,"P/B 30105, Lilongwe",Lilongwe,N/A,N/A,Lilongwe,SL08/1998,N/A,N/A,N/A,N/A,NWRA,N/A,N/A,N/A," 10,000.00 "," 200,000.00 ",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/545,H.M Ngwira,Rumphi,H.M Ngwira,N/A,N/A,"P/B 119, Rumphi","Chishemba, Rumphi",N/A,N/A,Rumphi,SL2/1999,5,24/3/2004,24/3/1999,989803,NWRA,27.00,South Rukuru,Irrigation," 10,000.00 "," 200,000.00 ",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/546A,Wovwe WUA,Wovwe Scheme,N/A,N/A,N/A,"P/B 17, Nyungwe, Karonga",Wovwe Scheme,N/A,N/A,Karonga,SL14/1982,5,23/9/2018,23/9/2013,228527,NWRA,39441.60,Wovwe River,Irrigation," 451,320.37 "," 200,000.00 ",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/546B,Mr T. Dedza,Blantyre,Mr T. Dedza,N/A,N/A,"P/Bag 50, Blantyre",Blantyre,N/A,N/A,Blantyre,SL01/2000,N/A,N/A,N/A,N/A,NWRA,1347.94,Nthumba River,Irrigation," 14,071.15 "," 200,000.00 ",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/547,Zakumba Farming LTD,"Nasala Village, T/A Malili",J.L Mnthawanji,N/A,N/A,"P/B 1551, Lilongwe","Nasala Village, T/A Malili",N/A,N/A,Lilongwe,GL05/2000,N/A,N/A,N/A,641228,NWRA,8000.00,Stream,livestock," 10,000.00 "," 200,000.00 ",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/557,Mr George Turner Banda,Blantyre,Mr George Turner Banda,N/A,N/A,"P/B 930, Blantyre",Blantyre,N/A,N/A,Blantyre,SL1/2002,N/A,N/A,N/A,N/A,NWRA,240.00,Chisawanu River,Irrigation," 10,000.00 "," 200,000.00 ",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/568,Lufilya WUA,"Kaporo, Karonga",N/A,N/A,N/A,"P/B 42, Kaporo, Karonga","Kaporo, Karonga",N/A,N/A,Karonga,SL852/1978,5,23/9/2018,23/9/2013,228527,NWRA,32912.00,Lufilya River,Irrigation," 376,603.79 "," 200,000.00 ",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/570,Chonanga Water Users,"Chilumba, Karonga",N/A,N/A,N/A,"P/B 96, Chilumba, Karonga","Chilumba, Karonga",N/A,N/A,Karonga,SL296/1977,5,23/9/2018,23/9/2013,247433,NWRA,23760.00,Rushombe River,Irrigation," 271,879.74 "," 200,000.00 ",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/571,Domasi Water Users Association,"Domasi, Zomba",N/A,N/A,N/A,"P/B 55, Domasi, Zomba","Domasi, Zomba",N/A,N/A,Zomba,SL726/1976,N/A,N/A,N/A,N/A,NWRA,187960.00,Domasi River,Irrigation," 2,150,779.29 "," 200,000.00 ",no,no,no,no,no,no,no,no,no,no
Surface Water,WRA/608,Limphasa Sugar Cooperation,LISUCO Farm,NA,N/A,N/A,P.O Box 473,Sanga,NA,NA,Blantyre,SL2A/2007,5,17/11/2013,18/11/2008,NA,NWRA, 34.00 ,Liveya River,Irrigation," 34,000.00 "," 200,000.00 ",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Surface Water,WRA/608,Limphasa Sugar Cooperation,LISUCO Farm,NA,N/A,N/A,P.O Box 473,Chibwana Village,NA,NA,Blantyre,SL2B/2007,5,17/11/2013,18/11/2008,NA,NWRA, 5.00 ,Lake Malawi,Domestic," 10,000.00 "," 200,000.00 ",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Surface Water,WRA/608,Limphasa Sugar Cooperation,LISUCO Farm,NA,N/A,N/A,P.O Box 473,Sanga,NA,NA,Blantyre,SL2C/2007,5,17/11/2013,18/11/2008,NA,NWRA, 25.00 ,Limphasa River,Irrigation," 25,000.00 "," 200,000.00 ",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Surface Water,WRA/608,Limphasa Sugar Cooperation,LISUCO Farm,NA,N/A,N/A,P.O Box 473,Sanga,NA,NA,Blantyre,SL2D/2007,5,17/11/2013,18/11/2008,NA,NWRA, 34.00 ,Lweya,Irrigation," 34,000.00 "," 200,000.00 ",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Surface Water,NWRA/608,Limphasa Sugar Cooperation ,Chibwana Village (Chintheche) ,N/A,N/A,N/A,Lusco Farms P.O.Box 43,Chibwana Village,XXX,XXX,Nkhata-Bay,S.2/2007(A),5,19/3/2013,20/3/2008,,NWRA,34000.00,Lweya River,Irrigation," 361,751.50 "," 200,000.00 ",No,No,No,No,No,No,No,No,No,No
Surface Water,NWRA/608,Limphasa Sugar Cooperation ,Chibwana Village (Chintheche) ,N/A,N/A,N/A,Lusco Farms P.O.Box 44,Chibwana Village,XXX,XXX,Nkhata-Bay,S.2/2007(B),5,19/3/2013,20/3/2009,,NWRA,5.00,Lake Malawi,Domestic," 10,000.00 "," 200,000.00 ",No,No,No,No,No,No,No,No,No,No
Surface Water,NWRA/608,Limphasa Sugar Cooperation ,Chibwana Village (Chintheche) ,N/A,N/A,N/A,Lusco Farms P.O.Box 45,Chibwana Village,xx,xx,Nkhata-Bay,S.2/2007(C),5,19/3/2013,20/3/2009,,NWRA,25000.00,Limphasa River,Irrigation," 265,993.75 "," 200,000.00 ",No,No,No,No,No,No,No,No,No,No
