COUNT,FILE,Licence holder,,,,,,LOCATION,,COORDINATES,,DISTRCIT,GRANT NUMBER,,,,,,,,Expected Annual rental ,Expected renewal fee,YEARS IN ARREAR,,,,,,,,,
Ground Water,NWRA/1510,Innovation Africa,Salimu Village,,,,,"Salimu, T/A Chimwala",,723753,8391711,Mangochi,GL780/2021,5,6/12/2026,7/12/2021,NWRA,20,Borehole,Rural Domestic, nil , nil , nil , nil , nil , nil , nil , nil , nil , nil , nil , nil 
Ground Water,NWRA/1510,Innovation Africa,Limamu Village,,,,,"Ndumba, T/A Nyambi",,792252,8374123,Mangochi,GL782/2021,5,6/12/2026,7/12/2021,NWRA,88.12,Borehole,Rural Domestic, nil , nil , nil , nil , nil , nil , nil , nil , nil , nil , nil , nil 
Ground Water,NWRA/1510,Innovation Africa,Ndumba Village,,,,,"Limamu, T/A Ntonda ",,791124,8385041,Mangochi,GL781/2021,5,6/12/2026,7/12/2021,NWRA,95.04,Borehole,Rural Domestic, nil , nil ,nil,nil,,,,,,,,
Ground Water,NWRA/1511,Luwawa Forest Lodge,Luwawa Area,Mr. George Wardlow,999512645,luwawalodge@yahoo.com,"P/Bag 43, Mzimba","Luwawa Area, Mzimba",,1207.181E,3343.254N,Mzimba,GL783/2021,5,6/12/2026,7/12/2021,NWRA,2.5,Borehole,Irrigation,"10,000.00", N/A ,No,No,No,No,No,No,No,No,No,No
Ground Water,WRA/1512,CHECK FILE NO. WRA/689 Kalibu Ministries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ground Water,NWRA/1515,Rainbow Paints Limited ,Area 36/38/83 6miles,Naresh Daxini,884803353,accounts@rainbowpaints.mw,PO Box 2312,"Area 36/38/83 6miles, Kaphiri",,586106,8445893,Lilongwe ,GL805/2021,5,7/12/2026,8/12/2021,NWRA,10,,,,,,,,,,,,,,
Ground Water,NWRA/1527,"Club Makokola, 1992 Limited",Makokola Village,Alessandra Bizzaro,,,,,,,,,,,,,,635,,Irrigation,"10,000.00",,,,,,,,,,,
Ground Water,NWRA/1527,"Club Makokola, 1992 Limited",Makokola Village,Alessandra Bizzaro,,,,,,,,,,,,,,15,,Laundry,"10,000.00",,,,,,,,,,,
Ground Water,NWRA/1527,"Club Makokola, 1992 Limited",Makokola Village,Alessandra Bizzaro,,,,,,,,,,,,,NWRA,15,,Irrigation,"10,000.00", N/A ,,,,,,,,,,
Ground Water,NWRA/1527,"Club Makokola, 1992 Limited",Makokola Village,Alessandra Bizzaro,,,,,,,,,,,,,,40,,Domestic,"10,000.00",,,,,,,,,,,
Ground Water,NWRA/1529,ST. Peters Primary School,Khumalo Village T/A Mponela,Edgar Chingale,994488300,,"PO Box 109, Mponela",Khumalo Village T/A Mponela,,577933,8505596,Dowa,GL6/2022,5,24/3/2027,25/3/2022,NWRA,48,Borehole,Urban Domestic,"10,000.00",,,,,,,,,,,
Ground Water,NWRA/1529,ST. Peters Primary School,Khumalo Village T/A Mponela,Edgar Chingale,994488300,,"PO Box 109, Mponela",Khumalo Village T/A Mponela,,577713,8505416,Dowa,GL7/2022,5,24/3/2027,25/3/2022,,5,Borehole,Irrigation,"10,000.00",,,,,,,,,,,
Ground Water,NWRA/1530,Mathews Chikusa,Area 43/1192 T/A Chitukula,Mathews Chikusa,0999931567/ 0884117561,chikusa@mail.com,"C/O Mrs. Chikusa PO Box 40044, Lilongwe ",Area 43/1192 T/A Chitukula,,,,Lilongwe,GL11/2022,5,24/3/2027,25/3/2022,NWRA,3,Borehole,Gardening & Construction,"10,000.00", N/A ,No,No,No,No,No,No,No,No,No,No
Ground Water,NWRA/1531,Beatrice Chisenga,Falls Estate,Beatrice Chisenga,998990564,beatricec@doutreach.org,"PO Box 30625, Lilongwe","Falls Estate, Lilongwe ",,589079,8451249,Lilongwe,GL16/2022,5,24/3/2027,25/3/2022,NWRA,50,Borehole,"Training, Testing & Demonstration of new pump","30,000.00", N/A ,No,No,No,No,No,No,No,No,No,No
Ground Water,NWRA/1532,Mayambo Irrigation Scheme,Mayambo Village,Chipiliro Samisoni,998174981,,"PO Box, Salima","Mayambo Village, T/A Kalonga",,643411,8484626,Salima,GL17/2022,5,24/3/2027,25/3/2022,NWRA,39,Borehole,Irrigation,"10,000.00",,No,No,No,No,No,No,No,No,No,No
Ground Water,NWRA/1533,,,,,,,,,,,,,5,,,NWRA,,,,,,,,,,,,,,,
Ground Water,NWRA/1534,,,,,,,,,,,,,5,,,NWRA,,,,,,,,,,,,,,,
Ground Water,NWRA/1535,Geleson Mkweza ,,,,,"PO Box 51, Dedza",,,,,Dedza,GL20/2022,5,24/3/2027,25/3/2022,NWRA,7,Borehole,Rural Domestic & Industrial,"10,000.00", N/A ,No,No,No,No,No,No,No,No,No,No
Ground Water,NWRA/1536,,,,,,,,,,,,,5,,,NWRA,,,,,,,,,,,,,,,
Ground Water,NWRA/1537,Edwin Starch ,Salafosi Village T/A Symon,Edwin Starch,999952133,estarch@mra.mw,"C/O P/Bag 247, Blantyre",Salafosi Village T/A Symon,,,,Blantyre,GL147/2022,5,28/9/2027,29/09/2022, NWRA ,2,Borehole,Irrigation,"10,000.00","200,000.00",No,No,No,No,No,No,No,No,No,No
Ground Water,NWRA/1537,Edwin Starch ,Salafosi Village T/A Symon,,,,,,,,,,,,,,,1,,Livestock,"10,000.00",,No,No,No,No,No,No,No,No,No,No
Ground Water,NWRA/1537,Edwin Starch ,Salafosi Village T/A Symon,,,,,,,,,,,,,,,2,,Domestic,"10,000.00",,No,No,No,No,No,No,No,No,No,No
Ground Water,NWRA/1538,WRA/1538,ST Peter Anglican Church ,P.O Box 294,,Lilongwe,,,,,,,GL 148/2022,5,28/9/2027,29/09/2022, NWRA ,5,Borehole,Lawn watering,,,,,,,,,,,,
Ground Water,NWRA/1539,Embassy of the Republic of Zimbabwe,Plot 13/133 area 13,Dr. Nancy Saungweme,884221630,21mlilongwe@gmail.com,21mlilongwe@gmail.com,Plot 13/133 area 13,,not yet drilled,not yet drilled,,,5,,, NWRA ,750,Borehole,Gardening, not yet drilled , not yet drilled ,not yet drilled,not yet drilled,not yet drilled,,,,,,,
Ground Water,NWRA/1540,"Compassion International, Pentecostal Pillar of Fire",Muona Zambezi Evangelical Church,Pellanie Mogha,888298039,achilowa@mw.ci.org,"PO Box 31623, Lilongwe ",Muona Zambezi Evangelical Church,,'0731443,8183717,Nsanje,GL 150/2022,5,28/9/2027,29/09/2022, NWRA ,10,Borehole,Rural Domestic, nil ,,,,,,,,,,,
Ground Water,NWRA/1540,"Compassion International, Pentecostal Pillar of Fire",,,,,,,,732978,8333276,Liwonde,GL324/2022,5,28/9/2027,29/09/2022, NWRA ,10,Borehole,Rural Domestic, nil ,,,,,,,,,,,
Ground Water,NWRA/1540,"Compassion International, Pentecostal Pillar of Fire",Liwonde Anglican Parish,Pellanie Mogha,888298039,pmoogha@mw.ci.org,"PO Box 31623, Lilongwe ",Liwonde Anglican Parish,,739280,8333213,Liwonde,GL323/2022,5,28/9/2027,29/09/2022, NWRA ,10,Borehole,Urban Domestic, nil ,,,,,,,,,,,
Ground Water,NWRA/1540,"Compassion International, Pentecostal Pillar of Fire",Mwenye,,,,,,,780408,8258170,Phalombe,,,,,,5,,Urban Domestic,,,,,,,,,,,,
Ground Water,NWRA/1540,"Compassion International, Pentecostal Pillar of Fire",Njonja,,,,,,,608945,8403265,Dedza,,,,,,5,,Urban Domestic,,,,,,,,,,,,
Ground Water,NWRA/1540,"Compassion International, Pentecostal Pillar of Fire",Mpheni,,,,,,,781848,8249258,Phalombe,,,,,,5,,Urban Domestic,,,,,,,,,,,,
Ground Water,NWRA/1541,Dr. Elizabeth Sibale ,Chitipi T/A Malili Plot 6/1/28,Elizabeth Sibale,0888836129/ 0999112676,emsibale@gmail.com,"PO Box 31139, Lilongwe ",Chitipi T/A Malili Plot 6/1/28,,,,Lilongwe ,,5,,, NWRA ,5,,,,,,,,,,,,,,
Ground Water,NWRA/1542,INVEGROW LIMITED,Nangula Estate Airwing Road T/A Njewa ,Tanya Clarke,0881677522/ 0999600734,admin@invegrow.com,PO Box ,Nangula Estate Airwing Road T/A Njewa ,,564363,8457867,Lilongwe,GL159/2022,5,28/9/2027,29/09/2022, NWRA ,40,Borehole,Irrigation,"10,000.00", N/A ,No,No,No,No,No,No,No,No,No,No
Ground Water,NWRA/1542,INVEGROW LIMITED,,,,,,,,,,,,,,, NWRA ,10,Borehole,Industrial,"10,000.00",,No,No,No,No,No,No,No,No,No,No
Ground Water,NWRA/1542,INVEGROW LIMITED,,Tanya Clarke,0881677522/ 0999600734,admin@invegrow.com,,Nangula Estate Airwing Road T/A Njewa ,,564363,8457867,Lilongwe,GL211/2022,5,28/9/2027,29/09/2022, NWRA ,27,Borehole,Irrigation,"10,000.00", N/A ,No,No,No,No,No,No,No,No,No,No
Ground Water,NWRA/1543,Annie O. Jambo,Nsangu,Annie O. Jambo,0995524886/ 0999238749,annie.o.jambo@gmail.com,"PO Box 181, Salima","Nsangu, T/A Maganga",,658863,8475117,Salima,GL167/2022,5,28/9/2027,29/9/2022, NWRA ,2,Borehole,Irrigation,"10,000.00", N/A ,No,No,No,No,No,No,No,No,No,No
Ground Water,NWRA/1544,Anglican Diocese of Northen Malawi,Magombo Soko T/A Kampingo Sibale ,Bernard Sebastian Mainga,888556839,anglicandnm@gmail.com,"PO Box 120, Mzuzu",Magombo Soko T/A Kampingo Sibale ,,Magombo Soko T/A Kampingo Sibale ,,Mzimba,GL168/2022,5,28/9/2027,29/09/2022, NWRA ,1.5,Borehole,Construction,"10,000.00","200,000.00",No,No,No,No,No,No,No,No,No,No
Ground Water,NWRA/1545,United Nations Development Programme (UNDP),Area 40/7,Joyce Chuma,998967871,joice.chuma@undp.org,"PO Box 30135, Lilongwe","Area 40/7, City Center",,,,Lilongwe,GL169/2022,5,28/9/2027,29/09/2022,NWRA,5,Borehole,Irrigation,"10,000.00", N/A ,No,No,No,No,No,No,No,No,No,No
Ground Water,NWRA/1547,Katondo CCAP Mission,Area 25/424,Hanter K. Kabvina ,0888318444/ 0994723550,,"PO Box 40389, Kanengo","Area 25/424, Next Kanengo Police, T/A Chitukula",,,,Lilongwe ,GL171/2022,5,28/9/2027,29/09/2022,NWRA,4,Borehole,Irrigation,"10,000.00",,,,,,,,,,,
Ground Water,NWRA/1548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ground Water,NWRA/1549,GAPA RESTHOUSE,T/A M'mbelwa,Patricia Phiri,999420996,,"PO Box 198, Mzimba",T/A M'mbelwa,,564827,8684726,Mzimba,GL173/2022,5,28/9/2027,29/09/2022,NWRA,13.4,Borehole,Domestic,"10,000.00", N/A ,No,No,No,No,No,No,No,No,No,No
Ground Water,NWRA/1550,St. Patricia Private Secondary School,M'bale Village T/A M'mbelwa,Patricia Phiri,0882119145/ 0994583857,,"PO Box 198, Mzimba",M'bale Village T/A M'mbelwa,,564650,8685518,Mzimba,GL174/2022,5,28/9/2027,29/09/2022,NWRA,13.4,Borehole,Domestic,"10,000.00", N/A ,No,No,No,No,No,No,No,No,No,No
Ground Water,NWRA/1551,MAME MOTEL,Mame Motel,Johnn Phiri,0888828889/ 0993332696,johnphirimame@gmail.com,"PO Box 198, Mzimba","Mame Motel, Mzimba",,565572,8682970,Mzimba,GL175/2022,5,28/9/2027,29/09/2022,NWRA,13.4,Borehole,Domestic,"10,000.00", N/A ,No,No,No,No,No,No,No,No,No,No
Ground Water,NWRA/1552,AHL Group PLC BH 1- LL,Chinkhoma,Adam Chitonya,996963770,ahlq@ahlmw.com,"PO Box 40035, Kanengo, Lilongwe","Chinkhoma, Kasungu",,586289,8463937,Kasungu,GL255/2022,5,28/9/2027,29/09/2022,NWRA,5,Borehole,Irrigation,"10,000.00", N/A ,No,No,No,No,No,No,No,No,No,No
Ground Water,NWRA/1552,AHL Group PLC BH 1- LL,,,,,,,,,,,,,,,,5,,Firefighting,"10,000.00", N/A ,No,No,No,No,No,No,No,No,No,No
Ground Water,NWRA/1552,AHL Group PLC BH 2- LL,Chinkhoma,,996963770,ahlq@ahlmw.com,"PO Box 40035, Kanengo, Lilongwe","Chinkhoma, Kasungu",,556554,8534858,Kasungu,GL239/2022,5,28/9/2027,29/09/2022,NWRA,5,Borehole,Irrigation,"10,000.00", N/A ,No,No,No,No,No,No,No,No,No,No
Ground Water,NWRA/1552,AHL Group PLC BH 2- LL,,,,,,,,,,,,,,,,5,,Firefighting,"10,000.00", N/A ,No,No,No,No,No,No,No,No,No,No
Ground Water,NWRA/1552,AHL Group PLC BH 1- LL,,Adam Chitonya,996963770,ahlq@ahlmw.com,"PO Box 40035, Kanengo, Lilongwe",Lilongwe,,586511,8463952,Lilongwe,GL238/2022,5,28/9/2027,29/09/2022,NWRA,2,Borehole,Irrigation,"10,000.00", N/A ,No,No,No,No,No,No,No,No,No,No
Ground Water,NWRA/1552,AHL Group PLC BH 1- LL,,,,,,,,,,,,,,,,2,,Firefighting,"10,000.00", N/A ,No,No,No,No,No,No,No,No,No,No
Ground Water,NWRA/1552,AHL Group PLC BH LL,Kasungu,Adam Chitonya,996963770,ahlq@ahlmw.com,"PO Box 40035, Kanengo, Lilongwe",Kasungu,,556512,8534887,Kasungu,GL254/2022,5,28/9/2027,29/09/2022,NWRA,5,Borehole,Irrigation,"10,000.00", N/A ,No,No,No,No,No,No,No,No,No,No
Ground Water,NWRA/1552,AHL Group PLC BH LL,,,,,,,,,,,,,,,,5,,Firefighting,"10,000.00", N/A ,No,No,No,No,No,No,No,No,No,No
Ground Water,NWRA/1553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ground Water,NWRA/1554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ground Water,NWRA/1555,City Building Contractors LTD,Plot 16/10,Brian Chikho,888246000,cbc@globemw.mw/ bchikho@cbcmw.com,"PO Box 30213, Blantyre","Plot 16/10, City Center Behind RBM",,,,Lilongwe,GL240/2022,5,28/9/2027,29/09/2022,NWRA,8,borehole,Construction,"10,000.00", N/A ,No,No,No,No,No,No,No,No,No,No
Ground Water,NWRA/1556,American Embassy,Plot 13/206,Campbell Carrithers,991389465,,,"Plot 13/206, City Center, Presidential Way",,,,Lilongwe,GL241/2022,5,28/9/2027,29/09/2022,NWRA,10,borehole,Urban Domestic,"10,000.00", N/A ,No,No,No,No,No,No,No,No,No,No
Ground Water,NWRA/1557,Lulanga Beach Lodge,,C/O Tawonga Msiska,,,"CDH Investment Bank, PO Box 1444, Blantyre ",,,629612,883254,Karonga,GL253/2022,5,28/9/2027,29/09/2022,NWRA,1,borehole,Domestic,"10,000.00", N/A ,No,No,No,No,No,No,No,No,No,No
Ground Water,NWRA/1559,,,,,,,,,,,,,,,,NWRA,,,,,,,,,,,,,,,
Ground Water,NWRA/1560,Petroda Malawi LTD,CR/KU/2001/26,Abubakar Salim,999472277,abubakarsali15@gmail.com,"PO Box 926, Blantyre","CR/KU/2001/26, Kasungu",,,,Kasungu,GL256/2022,5,,,NWRA,2,,dousing fire & cleaning,"10,000.00", N/A ,No,No,No,No,No,No,No,No,No,No
Ground Water,NWRA/1560,Petroda Malawi LTD,Area 25/979 T/A Chitukula,Abubakar Salim,999472277,abubakarsali15@gmail.com,"PO Box 926, Blantyre",Area 25/979 T/A Chitukula,,,,Lilongwe,,5,,,NWRA,,,fire fighting,"10,000.00", N/A ,No,No,No,No,No,No,No,No,No,No
Ground Water,NWRA/1561,Chikho Hotel BH 2,Selemani Chikho,Sungeni George Nkhata,0888698180/ 0999284379,mponela@chikhohotels.com,"PO Box 307, Kasungu","Selemani Chikho, Mponela",,580471,8497959,Dowa,GL270/2022,5,28/9/2027,29/09/2022,NWRA,10,,Rural Domestic,"10,000.00", N/A ,No,No,No,No,No,No,No,No,No,No
Ground Water,NWRA/1561,Chikho Hotel BH 1,Selemani Chikho,Sungeni George Nkhata,0888698180/ 0999284379,mponela@chikhohotels.com,"PO Box 307, Kasungu","Selemani Chikho, Mponela",,580524,8497929,Dowa,GL271/2022,5,28/9/2027,29/09/2022,NWRA,5,,Irrigation,"10,000.00", N/A ,No,No,No,No,No,No,No,No,No,No
Ground Water,NWRA/1562,Natural Resources College,NRC OFF Mchinji Road,Dr. Moses Chinyama,992976081,nrccd@luanar.ac.mw,"PO Box 143, Lilongwe",NRC OFF Mchinji Road,,,,Lilongwe,GL285/2022,5,28/9/2027,29/09/2022,NWRA,10,borehole,Irrigation,"10,000.00", N/A ,No,No,No,No,No,No,No,No,No,No
Ground Water,NWRA/1562,Natural Resources College,,,,,,,,,,,,,,,,8,,Livestock,"10,000.00",,No,No,No,No,No,No,No,No,No,No
Ground Water,NWRA/1562,Natural Resources College,,,,,,,,,,,,,,,,5.7,,Urban Domestic,"10,000.00",,No,No,No,No,No,No,No,No,No,No
Ground Water,NWRA/1562,Natural Resources College,NRC OFF Mchinji Road,Dr. Moses Chinyama,992976081,nrccd@luanar.ac.mw,"PO Box 143, Lilongwe",NRC OFF Mchinji Road,,,,Lilongwe,GL284/2022,5,28/9/2027,29/09/2022,NWRA,10,borehole,Irrigation,"10,000.00", N/A ,No,No,No,No,No,No,No,No,No,No
Ground Water,NWRA/1562,Natural Resources College,,,,,,,,,,,,,,,,3,,Livestock,"10,000.00",,No,No,No,No,No,No,No,No,No,No
Ground Water,NWRA/1562,Natural Resources College,,,,,,,,,,,,,,,,4.28,,Urban Domestic,"10,000.00",,No,No,No,No,No,No,No,No,No,No
Ground Water,NWRA/1562B,Emily Makota,Chilimba,Emily Makuta,888824973,emakuta@nilomw.com,"PO Box 501, Blantyre ","Chilimba, Magalasi",,,,Blantyre,GL257/2022,5,,,NWRA,0.2,borehole,Irrigation,"10,000.00", N/A ,No,No,No,No,No,No,No,No,No,No
Ground Water,NWRA/1563,Water Mission Malawi,,,,,"PO Box 31871, Lilongwe",,,690031,8404183,Ntcheu,GL288/2022,5,28/9/2027,29/09/2022,NWRA,3,borehole,Rural Domestic, Nil , Nil , Nil , Nil , Nil , Nil , Nil , Nil , Nil , Nil , Nil , Nil 
Ground Water,NWRA/1563,Water Mission Malawi,,,,,,,,666118,8397273,Ntcheu,GL287/2022,5,28/9/2027,29/09/2022,NWRA,2.5,borehole,Rural Domestic, Nil , Nil , Nil , Nil , Nil , Nil , Nil , Nil , Nil , Nil , Nil , Nil 
Ground Water,NWRA/1563,Water Mission Malawi,,,,,,,,697069,8430398,Mangochi,GL286/2022,5,28/9/2027,29/09/2022,NWRA,2.5,borehole,Rural Domestic, Nil , Nil , Nil , Nil , Nil , Nil , Nil , Nil , Nil , Nil , Nil , Nil 
Ground Water,NWRA/1564,,,,,,,,,,,,,,,,NWRA,,,,,,,,,,,,,,,
Ground Water,NWRA/1565,,,,,,,,,,,,,,,,NWRA,,,,,,,,,,,,,,,
Ground Water,NWRA/1566,,,,,,,,,,,,,,,,NWRA,,,,,,,,,,,,,,,
Ground Water,NWRA/1567,,,,,,,,,,,,,,,,NWRA,,,,,,,,,,,,,,,
Ground Water,NWRA/1568,Dr. Moses Chinyama,Chapsinja,Dr. Moses Chinyama,0995178558/ 0884157302,mpchinyama@gmail.com,"C/O NRC PO Box 143, Lilongwe","Chapsinja, T/A Malili (NRC)",,'0574323,8449915,Lilongwe ,GL308/2022,5,28/9/2027,29/09/2022,NWRA,4.5,borehole,Irrigation,"10,000.00", N/A ,No,No,No,No,No,No,No,No,No,No
Ground Water,WRA/1569,"Goya Village, IOVCY CRS and Lusubiro Lusubiro Community Care",Karonga,NA,NA,NA,"Box 42, Karonga",Karonga,,531917,8935902,Karonga,GL 310/2022,5,28/12/2027,29/12/2022,NWRA,5,Borehole,Domestic, -   ,,,,,,,,,,,
Ground Water,WRA/1569,"Ipenza 4, IOVCY CRS and Lusubiro Lusubiro Community Care",Karonga,NA,NA,NA,"Box 42, Karonga",Karonga,,511796,8950788,Karonga,GL 312/2022,5,28/12/2027,29/12/2022,NWRA,8.1,Borehole,Domestic, -   ,,,,,,,,,,,
Ground Water,WRA/1569,"Ipenza 2, IOVCY CRS and Lusubiro Lusubiro Community Care",Karonga,NA,NA,NA,"Box 42, Karonga",Karonga,,567272,8923058,Karonga,GL 313/2022,5,28/12/2027,29/12/2022,NWRA,5,Borehole,Domestic, -   ,,,,,,,,,,,
Ground Water,WRA/1569,"Ipenza 4, IOVCY CRS and Lusubiro Lusubiro Community Care",Karonga,NA,NA,NA,"Box 42, Karonga",Karonga,,511796,8950788,Karonga,GL 312/2022,5,28/12/2027,29/12/2022,NWRA,8.1,Borehole,Domestic, -   ,,,,,,,,,,,
Ground Water,WRA/1570,"Mwenekabwe, IOVCY CRS and Lusubiro Lusubiro Community Care",Karonga,NA,NA,NA,"Box 42, Karonga",Karonga,,NA,NA,Karonga,GL 316/2021,5,28/12/2027,29/12/2022,NWRA,5,Borehole,Domestic, -   ,,,,,,,,,,,
Ground Water,WRA/1570,"Kamthenthenga/Zulu, IOVCY CRS and Lusubiro Lusubiro Community Care",Karonga,NA,NA,NA,"Box 42, Karonga",Karonga,,626805,8850536,Karonga,GL 315/2022,5,28/12/2027,29/12/2022,NWRA,5,Borehole,Domestic, -   ,,,,,,,,,,,
Ground Water,WRA/1570,"Kayunga Village, IOVCY CRS and Lusubiro Lusubiro Community Care",Karonga,NA,NA,NA,"Box 42, Karonga",Karonga,,601738,8905724,Karonga,GL314/2022,5,28/12/2027,29/12/2022,NWRA,16,Borehole,Domestic, -   ,,,,,,,,,,,
Ground Water,WRA/1570,"Mwenekabwe, IOVCY CRS and Lusubiro Lusubiro Community Care",Karonga,NA,NA,NA,"Box 42, Karonga",Karonga,,NA,NA,Karonga,GL 316/2021,5,28/12/2027,29/12/2022,NWRA,5,Borehole,Domestic, -   ,,,,,,,,,,,
Ground Water,WRA/1570,"Kamthenthenga/Zulu, IOVCY CRS and Lusubiro Lusubiro Community Care",Karonga,NA,NA,NA,"Box 42, Karonga",Karonga,,626805,8850536,Karonga,GL 315/2022,5,28/12/2027,29/12/2022,NWRA,5,Borehole,Domestic, -   ,,,,,,,,,,,
Ground Water,WRA/1570,"Kayunga Village, IOVCY CRS and Lusubiro Lusubiro Community Care",Karonga,NA,NA,NA,"Box 42, Karonga",Karonga,,601738,8905724,Karonga,GL314/2022,5,28/12/2027,29/12/2022,NWRA,16,Borehole,Domestic, -   ,,,,,,,,,,,
Ground Water,WRA/1570,"Lasha Village, IOVCY CRS and Lusubiro Lusubiro Community Care",Karonga,NA,NA,NA,"Box 42, Karonga",Karonga,,594423,8900515,Karonga,GL 311/2022,5,28/12/2027,29/12/2022,NWRA,23,Borehole,Domestic, -   ,,,,,,,,,,,
Ground Water,NWRA/1571,AMA Properties,Bwaila Area 13/44,Ali Diab,994999994,alidiab@gmail.com,"PO Box 30948, Lilongwe","Bwaila Area 13/44, City Center ",,722579,8427605,Lilongwe,GL325/2022,5,28/9/2027,29/09/2022,NWRA,5,borehole,Construction,"10,000.00", N/A ,No,No,No,No,No,No,No,No,No,No
Ground Water,NWRA/1572,Imamahmad Raza Trust,Ntiya Village,,999304808,mwmisbahi@gmail.com,"PO Box 697, Lilongwe","Ntiya Village, ZA/946, Behind Gynkhana Club",,,,Zomba,GL326/2022,5,28/9/2027,29/09/2022,NWRA,10,borehole,Irrigation & ablution,"10,000.00", N/A ,No,No,No,No,No,No,No,No,No,No
Ground Water,NWRA/1573,,,,,,,,,,,,,,,,NWRA,,,,,,,,,,,,,,,
Ground Water,NWRA/1576,,,,,,,,,,,,,,,,NWRA,,,,,,,,,,,,,,,
Ground Water,NWRA/1578,,,,,,,,,,,,,,,,NWRA,,,,, N/A ,No,No,No,No,No,No,No,No,No,No
Ground Water,NWRA/1579,China Jiangxi International Company,Chimphepo Village,Li Zhenhow,0992764597/ 0888164499,,"103-1, Lilongwe","Chimphepo Village, T/A Mponela",,,,Dowa,,5,,,NWRA,24,borehole,Construction,"10,000.00", N/A ,No,No,No,No,No,No,No,No,No,No
Ground Water,WRA/1601,Chipoka Fisheries JV Limited,Mbalame Village, T/A Kambalame,,,,Box 31569,,667225,8443990,Salima,SL 58/2022,5,,,NWRA,"3,028.00",Lake Malawi,Fish Cages placed in Lake,,,,,,,,,,,,
Ground Water,WRA/1602,Lwana Fisheries Cooperative Ltd,Jilike Village, T/A Malanda,,,,Box 125,,627996,8686503,Nkhatabay,SL 56/2022,5,,,NWRA,"4,022.00",Lake Malawi,Fish Cages placed in Lake,,,,,,,,,,,,
Ground Water,WRA/1603,Lakeside View Lodge,Cholokoto Village, T/A Maganga,,,,"Box 313, Salima",,674954,8476201,Salima,GL 395/2022,5,,,NWRA,10,Borehole,Irrigation,"10,000.00",,,,,,,,,,,
Ground Water,WRA/1604,SOS Childrens Village Malawi,Machinjiri,,,,,"Box 30091, Blantyre",,720532,8260408,Blantyre,GL 349/2022,5,,,NWRA,5,Borehole,Urban Domestic,"10,000.00",,,,,,,,,,,
Ground Water,WRA/1605,Dzenza Girls Christian Secondary School,Matanda Village, T/A Chitukula,,,,"Box 40042, Lilongwe 4",,579232,8466672,Lilongwe,GL 330/2022,5,13/7/2027,14/7/2022,NWRA,5,Borehole,Domestic,"10,000.00",,,,,,,,,,,
Ground Water,WRA/1606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ground Water,WRA/1607,Capital Oil Refining,Machinjiri,,,,,"Box 2826, Blantyre",,717292,8259001,Blantyre,GL 348/2022,5,,,NWRA,10,Borehole,Industrial,"10,000.00",,,,,,,,,,,
Ground Water,WRA/1608,Central Poultry (2000) Ltd (Dimakis Farm),Sambuleta Village, T/A Machinjiri,,,,"Box 340, Lilongwe",,721344,8242577,Blantyre,GL 331/2022,5,10/8/2028,11/8/2023,NWRA,10,Borehole,Livestock,"10,000.00",,,,,,,,,,,
Ground Water,WRA/1608,Central Poultry (2000) Ltd (Nyika Farm),Chikaola Village, T/A Chitukula,,,,"Box 340, Lilongwe",,583444,8474472,Lilongwe,GL 332/2022,5,10/8/2028,11/8/2023,NWRA,10,Borehole,Livestock,"10,000.00",,,,,,,,,,,
Ground Water,WRA/1608,Central Poultry (2000) Ltd (Kanengo Farm),Mtande Village, T/A Chimutu,,,,"Box 340, Lilongwe",,589399,8474122,Lilongwe,GL 333/2022,5,10/8/2028,11/8/2023,NWRA,10,Borehole,Livestock,"10,000.00",,,,,,,,,,,
Ground Water,WRA/1608,Central Poultry (2000) Ltd (Area 36),Chakhoma Village, T/A Tsabango,,,,"Box 340, Lilongwe",,580748,8451372,Lilongwe,GL 334/2022,5,10/8/2028,11/8/2023,NWRA,10,Borehole,Industrial,"10,000.00",,,,,,,,,,,
Ground Water,WRA/1608,Central Poultry (2000) Ltd (Madisi Farm),Chikaola Village, T/A Chitukula,,,,"Box 340, Lilongwe",,583450,8473928,Lilongwe,GL 335/2022,5,10/8/2028,11/8/2023,NWRA,10,Borehole,Livestock,"10,000.00",,,,,,,,,,,
Ground Water,WRA/1608,Central Poultry (2000) Ltd (Manjezi),Dzera Village, T/A Njewa,,,,"Box 340, Lilongwe",,567973,8458452,Lilongwe,GL 336/2022,5,10/8/2028,11/8/2023,NWRA,10,Borehole,Livestock,"10,000.00",,,,,,,,,,,
Ground Water,WRA/1608,Central Poultry (2000) Ltd (Sankhani Farm),Sankhani Village, T/A Njewa,,,,"Box 340, Lilongwe",,570395,8457141,Lilongwe,GL 337/2022,5,10/8/2028,11/8/2023,NWRA,10,Borehole,Livestock,"10,000.00",,,,,,,,,,,
Ground Water,WRA/1608,Central Poultry (2000) Ltd (Dowa Farm),Chikaola Village, T/A Chitukula,,,,"Box 340, Lilongwe",,583802,8474089,Lilongwe,GL 338/2022,5,10/8/2028,11/8/2023,NWRA,10,Borehole,Livestock,"10,000.00",,,,,,,,,,,
